dataset,threshold,accuracy,positive_f1,positive_precision,positive_recall,macro_f1,weighted_f1,roc_auc,average_precision,tn,fp,fn,tp
test,0.18336031808518238,0.9168297455968689,0.32,0.26666666666666666,0.4,0.637853048462741,0.9246050158625915,0.8405555555555555,0.2854779013167317,917,55,30,20
